,Unnamed: 0,movie,plot,year
285,285,gangs_of_wasseypur__part_2, The film resumes with the murder of Sardar Khan by Sultan Qureshi and three of Sultan men. When Danish  Faizal and Asgar go to retrieve Asgar body  Danish instantly kills the lone captured killer and vows to kill the other three. Danish and Asgar explain to Faizal that his friend Fazlu Ahmed had doped Faizal with marijuana the night before Sardar 's death and had informed Sultan that Sardar would be travelling without bodyguards the next day. Faizal later meets Fazlu  and overhears Faizal on the phone talking to another of Sardar Khan 's killers  Saggir. Faizal learns that Saggir would be at the shopping centre the next morning. The next day Danish and Asgar go to the shopping centre  and Danish kills Saggir. Sultan and Fazlu then kill Danish outside a courthouse. At Danish 's funeral  Nagma doubts Faizal 's ability to exact revenge  but Faizal promises Nagma that Faizal will. Faizal lies low and waits for right opportunity. When Fazlu wins a local election Faizal meets Faizal on the pretext of congratulating Faizal  but instead beheads Faizal. By doing so  Faizal makes Faizal mark and becomes so feared that illegal iron traders become Faizal cronies. Faizal then makes a truce with Ramadhir Singh. According to agreement  Ramadhir would provide political support to Faizal 's business in Wasseypur on the condition that Faizal would not avenge Faizal father  brother and grandfather. As Faizal 's business grows  Faizal marries Faizal sweetheart Mohsina Hamid. Faizal 's gang then determines the whereabouts of Sardar 's third killer  Khalid  through an aide. Faizal has Khalid 's head shaved and then shoots Faizal  enraging Sultan. Babu Khan and Definite Khan are then introduced. Perpendicular is a 14-year old who manages to get away with looting shops because no one is willing to testify against Sultan in fear of Faizal  and Definite is an up-and-coming goon. Meanwhile  Wasseypur has spawned a new generation of money squandering lobbyists that turn into gangsters overnight. A small-time goon named Shamshad Alam has his own transport business and then moves to trading iron  in doing so making an alliance with Faizal. Shamshad offers to increase Faizal 's profits with Faizal astute knowledge of the scrap iron business. However  Shamshad begins to keep increasingly significant portions of the profit for Faizal. When this is revealed to Faizal  Shamshad goes to the police and provides phone calls as evidence of Faizal 's involvement in the illegal iron trade. Meanwhile  local shopkeepers lose their patience with Perpendicular 's antics and hire Sultan to kill Sultan. Ramadhir meanwhile is losing JP faith in J.P son J P 's ability to run empire and J P often finds in line of fire for Sultan inability. This results in waning of J P 's prominence and influence. Sultan 's men chase Perpendicular and friend Tangent after watch a film. Tangent manages to get back to Faizal 's house but Sultan catches Perpendicular and kills Shamshad by some railway tracks. Faizal and gang arrive at the scene and as are removing Perpendicular 's body  the police turn up and arrest Faizal. With Faizal in jail  Definite decides to kill Shamshad before Shamshad tries to fill Faizal 's vacant position. However  Definite 's pistol jams in the middle of the assassination attempt and is forced to run. Shamshad and friend chase  but Definite manages to jump onto a train. However  the train is full of Indian Army soldiers and Definite is arrested. is sent to jail  where meets Faizal. Ramadhir advises Shamshad to bail Definite out of the jail and then instigate Shamshad against own brother for empire. Durga worked as a cook for Ramadhir after Sardar 's death  and thus Ramadhir feels that has the influence to put Definite up against Faizal. Faizal is aware of Shamshad 's plan and cautions Definite before leaves the jail. Definite visits Shamshad 's office and throws in a grenade  causing Shamshad to lose leg. Sultan  who was also at Shamshad 's office  chases Definite and goes to Faizal 's house looking for. There Sultan does n't find Definite but finds sister Shama instead. Although Shama is happy to see  Sultan shoots in the head and falls into a coma. When Faizal is about to be released from jail  J P cautions Sultan and advises Faizal to kill Faizal in a pre-emptive strike. Sultan along with gang attacks Faizal 's house  but Faizal and entire family have a lucky escape. As Sultan 's gang is leaving  find a police checkpoint waiting for and realise that were double crossed by J P Sultan escapes in the ensuing firefight. A few days later  Sultan 's men kill Nagma and Asgar in a market in broad daylight. Definite and some other members of Faizal 's gang track Sultan to Bhagalpur and kill. Upon realising that Definite has avenged Danish  Shama  Nagma and Asgar  Faizal tells to surrender to cement reputation. With Definite in jail  Ramadhir then aims to create a rift between Definite and Faizal. Iqlakh  an educated English-speaker  enters Faizal 's gang. Iqlakh actually wants wants to exact revenge and is Ramadhir 's mole. Iqlakh 's father raped a Wasseypur woman in 1985 and when Sardar Khan found out  forced Iqlakh 's father to divorce wife and marry the woman raped. Iqlakh is father 's son with the first wife  whom divorced. Faizal is initially impressed with Iqlakh 's skills and is later made aware of Iqlakh 's background  but decides to ignore. Iqlakh has an astute knowledge of business and bags scrap auctions by force. This brings in a lot of profit for Faizal without any risk  and causes Ramadhir to neglect Definite. Iqlakh advises Faizal to enter politics in order to provide political protection to all activities. Faizal decides to contest from Ramadhir 's constituency to exact own revenge. Ramadhir  feeling threatened  tries to use Definite against Faizal. releases Definite from jail and sends J P to broker a deal. J P  however  is tired of father 's insults and wants to use Faizal to kill. Ramadhir 's plan is that Iqlakh will kill Faizal on the polling day and if is unable  Definite will take the shot. Definite goes straight to Faizal and informs Faizal of the plan. On the polling day Definite 's gang disrupts the elections by force in an effort to prevent Faizal from winning. Iqlakh leads Faizal to an isolated place and tries to kill  but Definite arrives  double crosses Iqlakh and kills. Definite explains that Ramadhir changed the plan. Faizal decides to attack Ramadhir. knows that Ramadhir is meeting with Shamshad in hospital. Faizal  Definite and other gang members take an ambulance with a large cache of weapons and head towards the hospital. enter the hospital  and Faizal kills all of Ramadhir 's men as the police arrive. lets other civilians out of the hospital but kills Shamshad. Faizal then finds Ramadhir in a bathroom and kills  emptying multiple magazines of ammunition into body. In the meantime the police kill most of Faizal 's gang. Faizal and Definite  the only survivors  are arrested. En route to prison the police halts at roadside restaurant for refreshments  leaving Faizal alone in the police van. Faizal is then shot dead by Definite. is revealed that J P was the architect of the massacre and Definite is seen free  walking towards mother. Four years later  Mohsina and Nasir have moved to Mumbai with Faizal 's young son. Definite now rules Wasseypur. Nasir describes that Wasseypur was not affected by Ramadhir 's and Faizal 's deaths and concludes that is still a battlefield like before,2012
286,286,gangvaa, The basic injustice at the core of Gangvaa is the way the landed classes take advantage of ordinary village folk. Early on in the film  a work crew finds a pot full of gold coins  and a suitably mustache-twirling zamindar confiscates them to add to his already massive wealth. Enter Gangvaa to save the day  Gangvaa kills Zamindar and Zamindar goons. Gangvaa puts together a band of the men who had suffered under the Zamindar 's tyranny. Together they hang out in the wilderness and perform Robin-Hood-esque raids for the sake of vigilante justice. At some point Jamna encounters Gangvaa and is smitten. Then a village girl accuses Gangvaa of rape  and Jamna is enraged -- Jamna is here that she gets down to find the truth. Jamna turns out that the rape was actually done by a totally different guy named Gangvaa  and righting this wrong wins Jamna back for hero  but makes Jamna a new set of enemies that Jamna spends the rest of the film fleeing from. Also on Jamna tail is a police inspector  who can not allow vigilante justice in Jamna district  no matter how noble the intention,1984
287,287,geet_gaata_chal, Durga Babu  and his wife  Ganga  comes across Shyam  an orphan  who sings and dances on special occasions  and decide to take Ganga home. Shyam meets with their daughter  Radha  and Shyam slowly falls in love with Shyam  but Shyam thinks that Shyam just wants to be friends. In Shyam eyes  Shyam wants to be a free person  not tied down to anyone or anything  and would like to spend the rest of Shyam life wondering  singing  and dancing. When Shyam finds out that the family intend to get Shyam married  Shyam likens Shyam plight to that of a caged bird  and flees  breaking Radha 's heart. Will Shyam ever return ? What impact will this have on the family ?,1975
288,288,geeta_mera_naam, The film tells the story of four children who are separated at a fair and unknowingly reunite years later when Geeta meets Nita in prison. Nita has been wrongly accused of murder. Geeta is then caught up in a scheme to find the true killer which leads Geeta to Geeta brother Johnny 's gang. During the early 1970s Sunil Dutt 's career as an actor was at a stand-still. It was Geeta Mera Naam that brought Sunil back into the limelight again. The anti-hero was reborn after a long gap of films like Mother India and Ganga Jamuna. Sunil Dutt 's performance of Johnny was liked by the masses as Sunil clearly stole the limelight. It was one of the best performances of Sunil career,1974
289,289,gehri_chaal, Dharamchand is the Chair of Olympic Bank  which is due for a final audit by the 30th of the month. Shortly thereafter  his daughter  Hema  finds his dead body in his bedroom. She phones her brother  Ratan  who arrives  finds a suicide note in Ratan dad 's room  clarifying that Ratan had embezzled 20 lakhs from the bank  is unable to repay Olympic  and hence is killing Ratan. Ratan decides to protect the good name of the family and does not tell anyone about the suicide note to anyone  including Hema. Shortly thereafter  Ratan is approached by a blackmailer named Shekhar  who threatens to expose Ratan 's secret if Ratan does not participate in a bank robbery that will take place two days before the final audit. Ratan assists Ratan  the robbery takes place  the money is looted  all bank records are burnt  and the robbers make a successful getaway. Ratan is relieved that Ratan problem has been resolved and the family name is not tarnished. The only problem is that Hema saw the robbers in action  and is able to identify one of them  a woman named Shobha. When Hema tells Ratan  Hema asks Hema to keep this information a secret. Then Ratan 's friend  Sagar  arrives from Delhi for a visit  and is here that Ratan will find out that Sagar is in a profession that has made Hema a suspect with the police  and may rip open the secret that Ratan has been trying to hide from the world,1973
290,290,geraftaar, The film starts off with a happy family consisting of Kapil Kumar Khanna  his wife Durga  and two sons Karan and Kishen. Karan is a very naughty kid and usually angers parents while at Karan pranks. Kapil Kumar is an honest inspector and one day  on Kapil wife 's request  takes Karan with Kapil. While on duty  Khanna goes to arrest Vidyanath and Ranjit Saxena for possessing illegal drugs. Ranjit and Vidyanath try to kill by throwing Vidyanath onto the ground using machinery  when Karan  in an attempt to save Vidyanath father  pulls the wrong lever and Kapil Khanna is killed. Vidyanath accuses Karan of killing Vidyanath father  and Vidyanath mother Durga also in a fit of rage  beats Vidyanath and tells Vidyanath to go away. In a wave of emotions  Karan leaves the house and runs towards the ocean. Karan jumps in and commits suicide. Karan mother is heartbroken and says she did not want Karan to leave her and give her such a punishment. Karan has not died  but has been saved by Hussein and brings Karan to Karan home where Karan finds a new mother and Karan and Hussein become best friends  giving an example to mankind  which is later shown in this movie. The starting credits roll on and shows Durga taking Kishen with Durga to another place where Hussein grows up On the other hand  Karan and Hussein 's childhood are also shown. Now enters a grown up Kishen  a struggling actor who is in love with Lucy  a fellow struggling actress whose father uses all Lucy money on drinking. Kishen returns home and enacts a drama in front of Kishen mother  then the two reconcile. When Kishen mother asks Kishen to get married  Kishen refuses describing the girls of today. Anuradha makes an entrance  speeding on Anuradha car. While Lucy crosses the road  Anuradha slams Anuradha car into Lucy  leaving Anuradha wounded. Kishen runs after Anuradha and a chase follows where Kishen takes Anuradha to the police station and gets Anuradha behind bars. Anuradha is an arrogant girl and calls up Anuradha brother  revealed as Ranjit Saxena. The police officer refuses to accept bribe and locks Anuradha away. Ranjit asks Vidyanath 's brain to think of a way. Vidyanath sends Vidyanath son Chutkiram to beat Kishen up Chutkiram has a lisp and has a crush on Anuradha  whom Chutkiram lovingly calls Anu. A fight between Kishen and Chutkiram and Chutkiram goons  in which the latter are beaten up by Kishen. Kishen takes Chutkiram to the police station and explains that Chutkiram was attacked. Just then Ranjit comes and gives the bail orders for Anu and leaves  saying that Lucy has forgiven Anu for a sum of 25 000 rupees. Kishen confronts Lucy in hospital and Kishen tells Lucy to keep the money. Just then Lucy 's drunkard father comes  takes the money and leaves. Kishen slaps Chutkiram and tells Chutkiram to get out Lucy 's life. Lucy 's father reluctantly leaves  vowing revenge. Anuradha is released from jail and is planning of take revenge on Kishen  and makes a bet with Anuradha friends. Kishen lands on a job as a chauffeur and Kishen and Kishen mom are very happy for Kishen job. When Kishen attends Kishen first day at work  Kishen finds out that Kishen is Anuradha 's driver  and Anuradha uses this a mean to humiliate Kishen by putting Anuradha feet in Kishen 's face. Kishen then throws Anuradha shoe away and Anuradha orders Kishen to bring it Kishen then throws Anuradha shoe in Anuradha face and tries to slap Kishen. Kishen then humiliates Anuradha and resigns from the job. The girls then try to fool Kishen 's mother by introducing themselves as social workers and tries to get close to Durga  in which Anuradha succeeds. The next day  Kishen and Durga go to a mandir  where find Anuradha  and Anuradha being very nice to Kishen  but Kishen does n't fall for and taunts Anuradha. Kishen still hates Anuradha  and Anuradha swears in the mandir that Anuradha accepts Kishen as Anuradha husband and wants to marry Kishen  but still Kishen does n't fall for Anuradha. Anuradha then threatens to kill Anuradha and runs away. Anuradha is about to jump off a cliff  but Kishen stops Anuradha  and professes Kishen love. A song sequence occurs  and afterwards  Anuradha holds a party in which Kishen publicly professes Kishen love for Anuradha  but Anu then shows Anu real face and tells Kishen Anu did this for revenge. Kishen then forcibly takes Anu to the very same temple where Anu swore Kishen as Anu husband. Kishen then marries Anu. Anu 's brother Ranjit  is looking for Anu and Kishen takes Anu home  and tell Ranjit that Kishen has just married Anuradha. Ranjit is furious  but Kishen can not do anything. Kishen leaves saying that Kishen is leaving Kishen wife in Ranjit 's care. Ranjit goes to Vidyanath to help Kishen out. Vidyanath then calls Durga and tells Vidyanath that Kishen forcibly married Anuradha  and if Kishen does not stay away from Vidyanath  will kill Kishen. Durga collapses  and asks for Kishen to forgive Vidyanath as Vidyanath really wanted Kishen to marry Anuradha. Vidyanath is admitted into hospital  and the doctor tells Kishen that Vidyanath needs to be operated on and he needs to arrange for the money. Vidyanath calls Lucy  and proposes to produce a play in which Vidyanath and Kishen play the lead roles. Lucy and Kishen agree and meet Vidyanath  where rehearse for the play in which Kishen fake shoots Lucy. While this is all happening  Vidyanath is secretly recording voices and the gunshot. Vidyanath gives Kishen the money Vidyanath needs for the surgery and Kishen leaves. Lucy is practicing Lucy dance  when Chutkiram comes and tries to rape Lucy  and Vidyanath comes and shoots Lucy. Chutkiram replaces the tape with the recorded voices of Lucy and Kishen. Lucy 's father comes and hears the tape playing and steals the tape. Just as Chutkiram leaves  Kishen comes in and find Lucy dead. Just then the police arrive and arrest Kishen. In court  are unable to prove Kishen guilty and Kishen is put in remand. Vidyanath then sends in Vidyanath jailbirds to kill Kishen. A fight ensues  in which Kishen is losing and is about to be stabbed. Just then a man comes to help Kishen. When Kishen asks who Kishen is  Kishen talks in riddles. Here Ranjit and Vidyanath are tense as their plan flopped. Anuradha is listening to them talking and has a change of heart and truly accepts Kishen as Anuradha husband and declares this to Anuradha brother. Ranjit is furious and tries to kill Anuradha  but Vidyanath stops Vidyanath. They let Anuradha go and Vidyanath reveals that they have the tape  and give this tape to Vidyanath 's lawyer  who proves Vidyanath guilty in court and Vidyanath is sentenced to death. Vidyanath then kill Lucy 's father by throwing off a high building. In jail  Kishen plays the song   ` Aana Jaana   '  the song Vidyanath and Karan used to listen to in their childhood. Karan listens to the tune and immediately recognises it They sing the song throughout the jail and finally find each other at the end of the song. They recognise each other from the fight the other day  and is revealed that the unknown person is in fact Karan Kumar Khanna  Kishen 's lost older brother. Karan though  does not tell Vidyanath who Vidyanath is  but tells Vidyanath story  from Vidyanath childhood. Kishen finds a familiarity in Kishen story and asks Kishen to continue and Kishen tells Kishen story Karan seeks blessings from Hussein 's mother for Kishen promotion  and Kishen mother asks when Kishen 's going to marry  and tells Kishen to go and propose to Geeta. Hussein goes to Geeta  who is a fellow inspector and proposes to The next day  Geeta and Hussein 's mother go to a jewellery shop  where robbers come in and take Geeta and Hussein 's mother hostage. Karan then takes an entry and beats the robbers  but they run off. Unfortunate for them Inspector Hussein is waiting for them and also beats them up Both Karan and Hussein take them to jail. is revealed  that Ranjit  Vidyanath  Chutkiram and their lawyer are partners in crime and want Karan and Hussein finished. The Police Commissioner 's son and Geeta 's brother  Vijay is also involved in the crime gang. Karan and Hussein go and threaten to arrest them and to stop being a criminal. Later Vijay complains to Vijay father  Police Commissioner Sinha. The Commissioner warns Hussein and Karan to stay in their limits. A new case comes to Hussein and Karan and promise to look into it It is also Raksha Bhandhan and Hussein leaves. Geeta and Hussein follow the ritual of `` Rakhi   and then Geeta tries to explain to not abuse their police uniforms. A small fight ensues and Karan is listening. They joke around for a while and Hussein 's mother blesses all three of them to live happy lives. According to the two pathans  they go to the place where they instructed  and arrest Ranjit and Vidyanath  but they get bailed out by their lawyer. They hatch a new plan  and call them to different places. Hussein and Karan fall into their trap  and Hussein is beaten up by Ranjit  and is murdered by Vijay and is burnt alive. Karan reaches too late and Hussein breathes Hussein last in Karan 's arms. Karan vows revenge. Karan delivers this bad news to Hussein mother  and Hussein can not bear the shock and dies of misery. Vijay is in hiding  but Karan finds Vijay and burns Vijay alive in the same way Vijay killed Hussein  thus fulfilling Vijay revenge. As Vijay walks out laughing  Vijay is arrested by Geeta and is sentenced to life imprisonment. Here Karan finishes Karan story to Karan. At the same time  Durga comes to meet Kishen and Karan recognises Durga  and without revealing Karan  vows to protect Kishen. The next day Karan helps Kishen escape and is arrested for helping Kishen escape. While humorously explaining the situation  escapes The. And while on the run  The unknowingly enters the Commissioner ' house  who is now handicapped and is confined to a wheelchair. When the Commissioner is about to shoot Karan  Karan pleads to let Karan go  to prove Karan brother  Kishen innocent. The Commissioner does not believe Karan  but on Geeta 's insistence  Karan relents. Durga is informed by Durga father  that Karan is alive and Durga realises that the one who saved Kishen 's life in jail  was in fact Kishen older brother. After fleeing from the Commissioner 's place  Kishen returns home after a number of years. Mother and son reconcile and the relation between Karan and Kishen strengthens. The brothers decide to trap Vidyanath and Ranjit in their own trap  using Chutkiram as their pawn. soon find out that Vijay has not died  but has survived. In a final battle  all the gang members are killed while Chutkiram and Vidyanath are arrested by police. The police commissioner dies because was killed by Vijay  but Karan kills Vijay and marries Geeta in the end,1985
291,291,ghamandee, Ghamandee is a family film with action,1981
292,292,ghar_dwaar, Dhanraj resides with Ketan two brothers  Chander and Ketan  Ketan sister  Asha  and wife  Savitri  in their family home,1985
293,293,ghar_ghar_ki_kahani, Shankarnath  is an Honest Government employee on the other hand Shankarnath subordinate Sadhuram is a corrupt employee. Shankarnath  even though employed in a supervisory capacity  nets only Rs 630  -  and is unable to accede to any of the demands placed by Ravi three school-going children  Ravi  Roopa  and Raja. When the trio declare a hunger-fast until demands are met  Shankarnath decides to let them run the household expenses  for a period of six months  by giving Ravi Shankarnath entire salary. Ravi thinks that can save a lot of money and get stuff for and siblings - but things go seriously wrong when Raja loses money while gambling  relatives descend on during Diwali  cash is stolen  and mother  Padma  becomes seriously ill,1970
294,294,ghar_ho_to_aisa, The Kumar family consists of Ramprasad  his wife Durga. married son Vijay  his wife Sharda. Vijay and Sharda 's daughter Pinky. Durga and Ramprasad 's daughter Kanchan who lives with them with Sharda husband Bajrangi. An unmarried and unemployed son Amar. The movie opens with the dysfunctional Kumar family  where most of its members are highly greedy  lazy  selfish and abusive. Durga is a short tempered  aggressive woman who physically and verbally abuses Durga daughter in law  Sharada  for every minor reason and belittles Durga for Durga poverty. Durga elder son  Vijay follows Durga footsteps and is insensitive and abusive towards his wife and daughter. Durga 's lazy daughter  Kanchan  is just like Durga mother and falsely accuses Sharada for being lazy  which results in the latter getting beaten up Kanchan is also highly domineering over Kanchan husband  Bajrangi  who does the housework. Ramprasad is a henpecked man. Sharada is a meek woman and respects Sharada family  but nobody appreciates Sharada work. Bajrangi is a simple and innocent man from a rural area and is not so intelligent  though Bajrangi has sympathy for Sharada. The only member in the family who is truly good at heart and who actually cares for Sharada is Amar  Vijay 's younger brother. Amar is an unemployed youth who is honest  kind and helpful  going as far as to beat up pickpockets to help an old woman. During Amar quest for a job  Amar runs into Seema  the only daughter of a rich businessman who hates men and domineering ways. Seema runs an NGO for the welfare of women  though Amar criticizes Seema for Seema biased hatred towards men. Seema 's father  Karamchand forces Seema to get married or else Amar would commit suicide. Seema tries to involve Amar in a false contract marriage and entices Amar with money. Amar is outraged and flatly refuses Seema offer. Karamchand secretly overhears the entire exchange. Though disappointed with Seema  Amar is impressed with Amar 's honest conduct and appoints Amar as the manager of Amar cycle factory. Amar also asks Amar to convince Amar daughter that not all men are domineering. Amar begins Amar successful career as a factory manager  earning Karamchand 's trust and Seema 's irritation. Meanwhile  Durga asks Amar to enter in an engagement with and eventually marry Sona  the only daughter of an industrialist  as Amar offers a dowry of Rs 10 Lakhs Amar belittles Amar mother 's greed and dismisses Amar idea. Durga demands Rs 10000 from Sharada. Sharada pleads Sharada hard  but Durga is relentless and has Sharada thrown out of the house. Sharada 's mother  living in poverty finds out about Sharada daughter 's situation and succumbs to pressure. Sharada protests to Durga  but Durga kicks Sharada and Pinki out of the house. Few days later  Amar is devastate when Amar finds out that Sharada and Pinki died in a roadside accident. Nevertheless  the family is apathetic towards these deaths and nonchalantly ask Vijay to enter in an engagement with Sona. Vijay complies  much to Amar 's disgust. One day  Seema asks Amar to come to Seema house  so that Seema can explain Seema hatred for men. Seema shows Amar a mother and daughter and tells Amar how they were kicked out of the house by their greedy family. They are revealed to be Sharada and Pinki and Amar is overjoyed upon seeing them. Sharada tells Amar that two mentally challenged women wearing their clothes had actually died in the accident. Seema was Sharada 's childhood friend and had rescued Seema and Seema daughter. Amar is enraged and vows revenge against Amar toxic family. Karamchand suggests Amar and Seema to pretend as a married couple and exact revenge on the Kumars  to which  both agree. Amar and Seema enter the Kumar household as a married couple. Durga tries to slap Seema  but the latter grabs Durga hand and overpowers Durga  causing everyone to fear Durga. Seema gradually brings order to the house by forcing and blackmailing Kanchan  Durga and Ramprasad to perform all household tasks. Amar appoints Bajrangi in Amar office and gives Amar a good salary. Durga tries to put Seema 's hand in boiling water  but it backfires on Durga. Kanchan gives up Kanchan ego and learns to respect Bajrangi and live happily. Meanwhile  Vijay is disgusted with Sona 's gallivanting with so many men and Sona arrogance. Sona makes Vijay remove Sona shoes  reminding Vijay of the way Vijay treated Sharada and feels humiliated. Sona compares Sona loyalty to that of a dog  which causes Vijay to break the engagement. Vijay is deeply remorseful for being abusive towards Vijay wife and daughter. Vijay is overjoyed when Vijay discovers Sharada and Pinki and begs Sharada for forgiveness. Learning the whole story from Sharada  Vijay returns home and declares that Vijay is leaving Vijay parents forever and live with Vijay wife and daughter. Vijay thanks Amar for opening Vijay eyes. Bajrangi decides to leave home  to start a new life and Vijay wife and son follow Vijay as well. Durga begs Amar to stay  but Amar also tells Amar intent to leave. Amar further harshly criticises Amar mother of Durga toxic behaviour and how much harm Durga had caused for the family. Filled with guilt  Durga decides to immolate Durga  but Durga sons prevent Durga from doing so Durga weeps and begs Sharada for forgiveness and asks Durga children to not to desert Durga. Karamchand arrives and reveals the Kumars about Amar 's ploy. Karamchand asks Seema to leave. Seema  who has fallen in love with Amar  becomes angry with Amar lack of action and drags Amar to Amar room  locking it Seema angrily asks Amar why Amar was not stopping Seema from going with Seema father. Seema further starts hurling things at Amar and bursts into tears. Amar tells Seema about Amar love and reconciles with Seema,1990
295,295,gharaonda, Gharonda explores the lives of Sudip and Chhaya who belong to the middle class in Mumbai and work in the same office. Chhaya is sharing a 1 room flat with Gharonda younger brother  Gharonda older brother and sister-in law. Sudip has rented a room with 3 other men. Sudip and Chhaya plan to get married as soon as they have a house made for themselves. In this process  they save every penny to build a corpus for buying a house. They go house hunting looking for an abode which will suit their budgets. After finally investing in a flat in one building  they are all excited about their future. After a few months  the builder who is a fraud  absconds with their money. Sudip 's room mate  who has also invested in the building  commits suicide. The building project is abandoned and all the money of investors goes down the drain. The couple is shocked and does not know how to react. They just can not imagine having to start once again from scratch. In the meantime  the owner of their firm Mr Modi  starts taking an interest in Chhaya and eventually proposes to Modi is a rich  ageing widower who is also a heart patient. Chhaya is aghast at the proposal but Sudip sees a big opportunity in this. tells that since Modi is a heart patient  is expected to die within a few months. After that  can get married and problems of house and wealth would be solved for ever. Chhaya is disillusioned with Sudip for even suggesting such a thing and with a lot of reluctance accepts Modi 's proposal  specially as gives a chance to settle brother. Modi and Chhaya 's married life starts awkwardly but soon takes on the role of a dutiful wife. Sudip keeps visiting on some pretext and also to check on Modi 's health. is dismayed to find Modi in the pink of health. Modi  in fact  after marriage cheers up and this has a positive effect on Sudip physical condition. Chhaya rebukes Sudip about constant visits and have a confrontation which is overheard by Modi. gets a heart attack -- an event which once again stirs hope in Sudip 's heart. But Chhaya very patiently nurses Modi back to health and Sudip finally decides to go own way,1977
296,296,gharwali_baharwali, Arun is married to Kaajal and they have been trying to conceive a child for some time. After going for some tests  the doctor informs them that they can not  and this is due to shortcomings from Arun. However  the doctor then secretly confesses to Arun that is in fact Kaajal who can not conceive  to spare from the shame that would have followed in Indian society. Arun 's father  Hiralal discovers this and tries to force Arun to marry again as Arun wants a grandchild - however Arun refuses to marry anyone except for Kajaal. One day  Jumbo and Arun go to Nepal  were Jumbo comes across a girl  Manisha who is about to be publicly disgraced. Arun arranges the girl 's freedom by stating that Arun will marry the girl - without conferring with Arun. Arun attends the wedding ceremony  unbeknownst to Arun that Arun is in fact the groom and the ceremony is being performed around Arun owed essentially to the fact that they were speaking a different language and the ceremony was different from that in India. Shortly after the ceremony  Arun discovers that Arun is now married to Manisha  and had been tricked into doing so by Jumbo. Arun returns to India  where Arun remains in contact with Manisha  who learns to speak fluent Hindi from fluent mutual friend Gopal whom fluent met in Nepal. Hiralal now desperately wants a grandchild to lighten up Hiralal life  so requests the couple to adopt a child. However  by this time - Arun now has a child with Manisha in Nepal and proceeds to adopt the child with Kajaal - named Rinku - and `` employ  Manisha in house as a maid to allow Manisha to be near Manisha son - all unknown to Kajaal. Hiralal discovers that Manisha is in fact Arun 's wife and Rinku is their blood-child and begins to secretly dote upon Manisha all while Kajaal criticises the relationship that the `` employer and servant  shared. One evening  after Hiralal and Manisha return from the cinema - Kajaal confronts Manisha father-in-law as to why he is favouring the house-maid over his own daughter-in-law  out of anger Kajaal attempts to throw Manisha out of the house. Arun intervenes and then declares that Manisha has just as much as right to this house as Manisha does  and even more right to be with Rinku than Kajaal - as his wife and Rinku 's biological mother. The story concludes with everyone accepting the situation of polygyny and living together,1988
297,297,ghazab_tamasha, Struggling through predator eyes  a poor destitute girl Ganga meets Sitaram. They work as servants in two different families  and help the two families fall in love  as do they themselves,1992
298,298,ghulam-e-mustafa, The film revolves around a gangster named Mustafa who is a contract killer and can go any limit to please his superiors and offers 5 times Namaz. He was adopted by a powerful don Shanta Prasad when he was a child. He calls Shanta as Abba. Abba taught him the crime tactics and made Mustafa his weapon for his illicit crimes. Mustafa 's only aide is Sudama  Mustafa childhood best friend. Abba shares enmity with the Verma brothers Mahesh  Rohan and Bipin which the trio wants to kill Abba. Meanwhile  a dancer Kavita who works in Verma 's dance club. Mustafa falls for Mustafa which heats up enmity of Vermas and Mustafa. Kavita meets Mustafa and Kavita tells Kavita life 's history to which Kavita develops a soft core for Mustafa. Kavita marries Kavita and love blossoms. But this happiness does not last long as Kavita gets killed in a car blast. Kavita death made Mustafa realise Mustafa mistakes and wants to end up giving up crime. Mustafa kills Mahesh 's son by planting a bomb on Mustafa forehead. Mustafa goes to Dixit 's house where Mustafa is disliked by but Mustafa heart warming nature wins the Dixit 's family 's heart. Abba is happy that Mustafa is recovering from Mustafa trauma and helps Vikram for Mustafa education and job  bails out Dayanand Dixit by false crimes and helps Vidya to marry Arun. Meanwhile  Bipin 's lustful eyes falls on Vidya. During elections Mustafa involves in a brawl where Mustafa kills Mahesh and Mustafa brother in a bomb blast and helps the politician Imtiaz to win. Mustafa now wants to surrender Mustafa to police and refuses to work for Imtiaz and Abba anymore. Imtiaz orders Abba to kill Mustafa in fear that in future Mustafa will confess the crimes of Imtiaz and Abba. In the wedding night  Bipin enters the house and tries to rape Vidya but Mustafa slits Mustafa brutally with a mirror piece. Police arrives and Mustafa is about to surrender but before Mustafa wants to marriage ceremony to be complete. Abba arrives and offers Mustafa to continue Mustafa work again but Mustafa refuses. Mustafa offers Namaz for thanking Allah. Helpless  Abba has no other option but to obey the orders of Imtiaz and finally orders Imtiaz men to shoot Mustafa and kills Imtiaz. A hearbroken yet angered Sudama then kills Abba,1997
